		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10	Cohort 11	Cohort 12	Cohort 13	Cohort 14	Cohort 15	Cohort 16	Cohort 17	Cohort 18	Cohort 19	Cohort 20	Cohort 21			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	
169																							treatment noncompliance	33,453	1.71643E-37	1.94117E-01	8.73863E-01	4.15899E-01	7.33433E-03	1.70438E-05	5.14403E-07	2.67150E-24	1.15390E-04	1.95990E-07	1.72674E-54	6.68339E-45	7.94004E-01	1.32563E-03	7.46759E-11	1.97343E-38	2.96602E-02	1.19450E-50	4.21359E-105	3.23747E-119		1.73365E-36	2.81971E-01	8.91177E-01	4.86994E-01	9.41499E-03	3.62574E-05	1.31334E-06	1.83559E-23	2.16008E-04	5.23037E-07	2.40248E-53	7.85101E-44	8.03398E-01	2.03238E-03	2.66835E-10	2.04225E-37	3.16377E-02	1.55436E-49	1.09861E-103	9.48188E-118		173	260	10	336	229	131	147	349	52	19	179	234	89	19	12	17	73	406	438	539		8.289	2.840	2.638	2.735	2.201	1.833	4.069	1.594	1.590	11.337	10.935	7.689	2.525	5.930	0.612	0.323	2.033	6.073	9.118	8.597		3.176	1.085	1.007	1.045	0.839	0.699	1.556	0.604	0.606	4.331	4.193	2.950	0.964	2.265	0.233	0.123	0.776	2.335	3.515	3.320		1.662	0.117	0.010	0.063	-0.251	-0.515	0.636	-0.716	-0.720	2.114	2.062	1.554	-0.052	1.179	-2.097	-3.018	-0.365	1.213	1.800	1.715		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
170	4				ribavirin			peginterferon alfa-2b				darunavir							ritonavir				myositis	6,428	2.75889E-01	7.90911E-25	4.46650E-01	2.00367E-01	3.30534E-20	9.33421E-01	8.70035E-06	3.69392E-06	2.52904E-02	5.38030E-02	1.88667E-06	1.43462E-05	7.20473E-01	1.38639E-03	5.53724E-02	4.48729E-03	1.98055E-03	3.96958E-20	3.02152E-08	5.31939E-21		3.72212E-01	5.53704E-24	4.74481E-01	2.56152E-01	1.94808E-19	9.59511E-01	1.92354E-05	8.55304E-06	2.75598E-02	5.54806E-02	4.51351E-06	3.08453E-05	7.31869E-01	2.11722E-03	5.91586E-02	6.08524E-03	2.92342E-03	2.32961E-19	8.75233E-08	3.23338E-20		14	131	3	72	131	36	40	65	26	3	25	35	19	7	16	42	6	99	56	97		0.671	1.431	0.791	0.586	1.259	0.504	1.107	0.297	0.795	1.790	1.527	1.150	0.539	2.185	0.816	0.799	0.167	1.481	1.166	1.547		1.334	2.882	1.573	1.167	2.534	1.001	2.208	0.586	1.582	3.558	3.043	2.293	1.072	4.345	1.624	1.591	0.331	2.973	2.328	3.106		0.415	1.508	0.653	0.220	1.323	0.001	1.138	-0.761	0.659	1.831	1.602	1.193	0.100	2.118	0.698	0.666	-1.590	1.557	1.212	1.620		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
171																							blood albumin decreased	7,911	1.71068E-02	3.23444E-15	5.12106E-01	1.00129E-35	1.22462E-109	3.30869E-07	7.43719E-35	1.67026E-12	8.23500E-01	2.78200E-01	1.52497E-01	5.16770E-03	8.52133E-02	1.00000E00	3.11453E-01	1.98500E-04	9.32687E-66	4.32161E-10	4.56559E-07	1.53392E-12	1.84208E-04	1.97492E-02	1.50513E-14	5.38634E-01	9.69703E-35	3.33665E-108	8.62449E-07	7.04992E-34	6.63757E-12	8.38110E-01	2.82785E-01	1.59977E-01	6.89420E-03	9.06224E-02	1.00000E00	3.23674E-01	3.56221E-04	1.55010E-64	1.46372E-09	1.17356E-06	6.10750E-12	3.33089E-04	22	125	3	207	311	82	102	62	21	2	15	32	30	1	8	13	143	87	61	90	4	1.054	1.365	0.791	1.685	2.989	1.147	2.823	0.283	0.642	1.193	0.916	1.051	0.851	0.312	0.408	0.247	3.983	1.301	1.270	1.435	9.070	1.704	2.224	1.278	2.767	4.984	1.861	4.605	0.453	1.037	1.927	1.481	1.701	1.376	0.504	0.659	0.398	6.531	2.114	2.059	2.333	14.653	0.767	1.140	0.354	1.444	2.271	0.889	2.189	-1.129	0.052	0.946	0.565	0.764	0.459	-0.989	-0.602	-1.325	2.685	1.071	1.036	1.213	3.872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
172	2				ribavirin			peginterferon alfa-2b															pulmonary hypertension	18,574	4.10079E-18	1.34837E-30	5.38860E-06	2.91951E-01	1.75163E-20	9.03817E-03	2.18482E-05	7.17087E-07	2.38732E-02	1.00400E-01	1.81661E-01	5.93134E-02	7.70534E-08	6.12939E-34	3.02403E-02	5.81910E-03	2.09389E-46	8.14422E-08	5.89265E-01	2.07326E-01		2.20034E-17	1.13529E-29	1.22272E-05	3.58037E-01	1.04515E-19	1.13361E-02	4.57777E-05	1.80236E-06	2.62408E-02	1.03057E-01	1.90048E-01	6.39649E-02	2.14511E-07	5.67266E-33	3.21591E-02	7.66925E-03	2.52790E-45	2.26057E-07	6.00721E-01	2.16619E-01		89	285	19	164	278	78	86	234	32	5	17	57	94	50	17	53	185	154	74	103		4.264	3.113	5.012	1.335	2.672	1.091	2.380	1.069	0.978	2.983	1.039	1.873	2.667	15.605	0.867	1.008	5.152	2.304	1.541	1.643		2.942	2.159	3.449	0.918	1.851	0.749	1.640	0.732	0.672	2.052	0.714	1.289	1.839	10.759	0.596	0.692	3.569	1.589	1.060	1.131		1.552	1.098	1.785	-0.123	0.878	-0.414	0.711	-0.444	-0.572	1.037	-0.485	0.365	0.875	3.424	-0.746	-0.529	1.825	0.664	0.083	0.176		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
173																							bone marrow failure	18,947	2.44864E-36	3.56292E-04	4.18073E-19	7.34150E-19	1.49464E-252	9.37586E-16	4.03664E-24	6.17471E-80	1.86592E-09	1.13203E-04	2.02102E-01	1.13956E-01	3.20680E-88	4.28280E-02	8.73595E-04	8.43035E-04	9.76646E-67	1.20913E-08	2.57404E-02	1.76619E-01		2.40328E-35	6.12106E-04	2.34645E-18	4.07211E-18	1.01781E-250	4.48061E-15	2.75527E-23	1.23951E-78	6.00166E-09	2.12194E-04	2.10970E-01	1.21622E-01	7.06279E-87	4.35010E-02	1.38915E-03	1.34538E-03	1.64686E-65	3.62930E-08	2.79686E-02	1.85095E-01		129	105	39	333	764	210	150	64	15	11	33	60	262	10	14	55	231	171	97	114		6.181	1.147	10.288	2.711	7.344	2.938	4.152	0.292	0.459	6.563	2.016	1.972	7.435	3.121	0.714	1.046	6.434	2.558	2.019	1.818		3.872	0.714	6.425	1.702	4.718	1.840	2.600	0.180	0.285	4.094	1.257	1.230	4.683	1.947	0.445	0.651	4.046	1.600	1.260	1.134		1.946	-0.484	2.681	0.757	2.195	0.873	1.372	-2.456	-1.806	2.033	0.330	0.298	2.213	0.961	-1.167	-0.617	2.004	0.673	0.332	0.181		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
174	1																					nitazoxanide	chromaturia	17,504	5.65640E-06	1.74996E-01	5.42912E-04	6.34802E-103	7.05747E-02	6.14346E-26	1.44060E-09	3.15274E-18	1.90285E-02	7.39071E-01	1.00000E00	1.99347E-07	7.28423E-03	4.77224E-01	1.62502E-10	5.10825E-10	9.44274E-14	2.17802E-85	1.56920E-08	1.36638E-09	1.34859E-57	1.28009E-05	2.58683E-01	9.00614E-04	1.62440E-101	8.82469E-02	4.46530E-25	4.67486E-09	1.70214E-17	2.15886E-02	7.42764E-01	1.00000E00	5.31596E-07	9.35676E-03	4.81359E-01	5.66706E-10	1.72100E-09	4.04632E-13	4.65649E-84	4.66214E-08	4.44301E-09	1.99251E-56	58	116	15	529	172	226	101	174	64	1	23	82	32	6	68	28	8	343	121	153	40	2.779	1.267	3.957	4.307	1.653	3.161	2.795	0.795	1.956	0.597	1.405	2.694	0.908	1.873	3.469	0.532	0.223	5.131	2.519	2.440	90.703	1.935	0.880	2.752	3.053	1.151	2.212	1.948	0.548	1.361	0.415	0.977	1.877	0.631	1.302	2.416	0.369	0.155	3.615	1.756	1.702	63.181	0.950	-0.183	1.460	1.582	0.201	1.136	0.958	-0.856	0.443	-1.270	-0.034	0.905	-0.664	0.380	1.270	-1.434	-2.691	1.834	0.808	0.762	5.978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
175																							mitral valve incompetence	13,336	4.43032E-07	1.83416E-46	4.19455E-06	1.46441E-07	5.12059E-80	5.07267E-07	4.62389E-01	7.48878E-06	1.22720E-01	6.22385E-10	3.95252E-01	7.32767E-03	1.18757E-03	1.00000E00	5.28897E-03	1.16681E-09	6.31866E-142	1.36676E-02	6.70670E-01	3.51831E-01		1.14038E-06	2.21811E-45	9.64296E-06	3.96186E-07	1.02957E-78	1.29658E-06	4.90238E-01	1.66950E-05	1.33644E-01	2.08159E-09	4.06747E-01	9.40716E-03	1.83784E-03	1.00000E00	7.03934E-03	3.81479E-09	2.23736E-140	1.62457E-02	6.81682E-01	3.63608E-01		49	265	16	73	357	35	42	164	25	15	13	48	58	3	34	16	279	91	53	73		2.348	2.894	4.221	0.594	3.432	0.490	1.162	0.749	0.764	8.950	0.794	1.577	1.646	0.936	1.734	0.304	7.771	1.361	1.103	1.164		2.253	2.808	4.046	0.567	3.350	0.468	1.114	0.714	0.732	8.581	0.760	1.513	1.579	0.897	1.663	0.291	7.581	1.306	1.057	1.116		1.169	1.471	2.015	-0.813	1.717	-1.092	0.155	-0.479	-0.450	3.100	-0.395	0.595	0.657	-0.157	0.732	-1.779	2.896	0.383	0.080	0.157		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
176																							subcutaneous abscess	4,389	3.76281E-03	4.80492E-02	1.00000E00	1.02970E-08	1.08466E-16	1.60946E-04	3.65973E-08	6.41578E-01	3.11490E-20	3.06840E-05	7.13172E-06	5.90016E-07	8.85512E-01	1.00000E00	1.16629E-01	2.13568E-32	8.97566E-05	8.86350E-07	1.37120E-08	3.72139E-06	1.40624E-01	5.19718E-03	8.46329E-02	1.00000E00	3.11293E-08	5.43186E-16	2.93647E-04	1.05108E-07	6.73757E-01	1.83802E-19	6.28894E-05	1.59384E-05	1.49676E-06	8.94089E-01	1.00000E00	1.23541E-01	1.89020E-31	1.71107E-04	2.20513E-06	4.09447E-08	8.61263E-06	1.41580E-01	16	43	1	84	95	45	36	79	54	6	19	30	11	1	11	88	28	50	44	46	1	0.767	0.470	0.264	0.684	0.913	0.629	0.996	0.361	1.651	3.580	1.161	0.986	0.312	0.312	0.561	1.673	0.780	0.748	0.916	0.734	2.268	2.236	1.370	0.768	2.010	2.694	1.841	2.916	1.051	4.852	10.432	3.389	2.882	0.908	0.908	1.635	4.950	2.278	2.190	2.683	2.147	6.601	1.158	0.451	-0.381	0.993	1.410	0.874	1.536	0.070	2.264	3.381	1.756	1.521	-0.138	-0.139	0.708	2.284	1.183	1.122	1.415	1.094	2.722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
177	11	lopinavir and ritonavir			ribavirin	methylprednisolone				interferon beta-1b	interferon gamma	darunavir			saquinavir			thalidomide	ritonavir	emtricitabine	tenofovir disoproxil		pancreatitis	45,078	1.71454E-23	1.42226E-03	2.72870E-01	2.24554E-10	1.64141E-05	2.67581E-02	7.68857E-17	1.05722E-01	1.40342E-06	3.02177E-01	4.61137E-22	2.93624E-09	9.99568E-11	1.00308E-02	7.17394E-01	6.52645E-02	5.49946E-07	8.11450E-48	1.35692E-13	2.66296E-32	1.00000E00	1.14386E-22	2.16707E-03	2.99584E-01	7.75266E-10	3.49855E-05	2.88804E-02	3.88680E-16	1.22084E-01	3.40700E-06	3.06949E-01	2.92777E-21	9.29142E-09	3.54187E-10	1.24077E-02	7.29382E-01	6.95997E-02	1.39940E-06	1.00732E-46	5.76036E-13	2.35101E-31	1.00000E00	174	267	9	571	452	288	232	728	67	3	145	174	59	21	72	211	74	490	274	418	1	8.337	2.916	2.374	4.649	4.345	4.029	6.421	3.325	2.048	1.790	8.858	5.717	1.674	6.554	3.673	4.012	2.061	7.329	5.704	6.667	2.268	2.368	0.825	0.673	1.321	1.234	1.143	1.824	0.941	0.580	0.507	2.515	1.623	0.474	1.858	1.041	1.138	0.583	2.089	1.620	1.898	0.643	1.240	-0.275	-0.572	0.398	0.300	0.191	0.864	-0.086	-0.785	-0.979	1.328	0.696	-1.076	0.893	0.058	0.185	-0.776	1.055	0.693	0.918	-0.638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
178	3					methylprednisolone			interferon beta-1a						saquinavir								mental disorder	31,549	5.29312E-01	2.66466E-04	7.43142E-01	1.22373E-49	3.19179E-08	1.28497E-35	1.79597E-37	3.50460E-01	2.83833E-08	1.41239E-01	6.98719E-02	2.97805E-01	2.49908E-13	5.94258E-01	8.67355E-16	3.26922E-18	2.40998E-01	3.48335E-01	4.25967E-02	5.28565E-02		6.19883E-01	4.68155E-04	7.63066E-01	1.56572E-48	9.21757E-08	1.24274E-34	1.81362E-36	3.83635E-01	8.24911E-08	1.44592E-01	7.41958E-02	3.11047E-01	1.04228E-12	5.98160E-01	4.15378E-15	1.76330E-17	2.49371E-01	3.61231E-01	4.33032E-02	5.63045E-02		56	173	10	593	350	365	234	562	135	1	52	84	28	9	114	44	77	177	141	179		2.683	1.889	2.638	4.828	3.364	5.106	6.476	2.567	4.127	0.597	3.177	2.760	0.795	2.809	5.815	0.837	2.145	2.648	2.935	2.855		1.087	0.764	1.068	1.973	1.366	2.080	2.634	1.040	1.674	0.242	1.287	1.118	0.321	1.137	2.360	0.338	0.868	1.072	1.189	1.157		0.120	-0.386	0.095	0.967	0.446	1.048	1.391	0.056	0.741	-2.049	0.363	0.160	-1.636	0.186	1.236	-1.562	-0.204	0.100	0.249	0.209		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
179	1														saquinavir								dysarthria	29,793	1.16662E-03	8.54448E-02	1.79830E-05	4.57372E-01	2.52340E-36	1.83110E-05	7.92037E-07	2.35003E-74	1.40083E-21	4.51554E-01	8.51206E-04	1.94195E-03	6.61993E-03	1.00000E00	1.00000E00	5.57764E-18	2.50034E-01	7.47665E-01	6.62880E-05	1.58566E-03	8.54067E-02	1.80820E-03	1.39866E-01	3.81574E-05	5.29508E-01	2.47421E-35	3.88184E-05	1.98051E-06	4.36775E-73	8.72540E-21	4.56551E-01	1.35659E-03	2.87259E-03	8.58767E-03	1.00000E00	1.00000E00	2.97380E-17	2.58549E-01	7.58423E-01	1.29028E-04	2.38934E-03	8.61004E-02	73	239	24	299	462	114	133	969	173	5	19	46	58	7	45	40	94	151	72	109	3	3.498	2.610	6.331	2.434	4.441	1.595	3.681	4.425	5.288	2.983	1.161	1.512	1.646	2.185	2.296	0.761	2.618	2.259	1.499	1.738	6.803	1.501	1.120	2.716	1.044	1.918	0.683	1.581	1.928	2.275	1.279	0.497	0.648	0.705	0.937	0.984	0.325	1.123	0.968	0.642	0.744	2.917	0.585	0.162	1.441	0.062	0.929	-0.548	0.658	0.924	1.181	0.355	-1.007	-0.626	-0.503	-0.094	-0.023	-1.616	0.167	-0.046	-0.638	-0.424	1.544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
180	5				ribavirin			peginterferon alfa-2b							saquinavir		tocilizumab				tenofovir disoproxil		abdominal pain upper	137,405	3.67905E-04	8.08002E-86	4.82803E-02	4.33347E-41	2.73008E-12	4.95624E-24	2.19063E-09	1.06209E-89	1.13282E-01	5.34307E-04	1.63057E-10	1.03597E-09	2.53686E-16	1.00185E-02	5.57144E-18	3.51880E-25	1.56471E-30	4.23294E-02	5.51368E-13	3.37147E-21	1.57979E-13	6.30508E-04	1.73493E-84	5.86080E-02	4.72494E-40	1.06977E-11	3.37414E-23	7.01113E-09	2.37715E-88	1.23570E-01	8.87497E-04	5.68564E-10	3.40001E-09	1.24666E-15	1.23928E-02	2.97082E-17	2.49228E-24	1.31411E-29	4.30659E-02	2.25503E-12	2.06808E-20	6.67507E-13	173	1,654	28	1,832	1,358	1,063	511	1,460	322	5	98	223	548	20	347	827	184	665	362	445	28	8.289	18.064	7.386	14.915	13.054	14.870	14.143	6.668	9.843	2.983	5.987	7.328	15.550	6.242	17.701	15.726	5.125	9.947	7.536	7.098	63.492	0.770	1.688	0.687	1.392	1.216	1.385	1.316	0.616	0.915	0.277	0.556	0.681	1.447	0.580	1.647	1.465	0.476	0.924	0.700	0.659	5.904	-0.376	0.748	-0.542	0.472	0.279	0.467	0.395	-0.690	-0.128	-1.850	-0.845	-0.554	0.532	-0.785	0.719	0.548	-1.070	-0.113	-0.513	-0.600	2.561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
181	7		hydroxychloroquine									darunavir			saquinavir			thalidomide	ritonavir	emtricitabine	tenofovir disoproxil		rash maculo-papular	14,140	2.03444E-24	3.57309E-08	1.10091E-02	2.93456E-28	3.70542E-73	1.52215E-28	6.75602E-02	1.47376E-65	8.67853E-09	1.00000E00	3.79544E-82	3.11086E-47	8.09997E-01	7.85591E-01	5.90032E-01	4.82084E-02	3.34599E-06	3.82083E-91	1.76858E-68	1.43685E-85	3.86411E-01	1.40272E-23	1.02769E-07	1.34646E-02	2.29527E-27	6.77276E-72	1.20210E-27	7.78649E-02	2.44035E-64	2.63988E-08	1.00000E00	7.81489E-81	3.82070E-46	8.19194E-01	7.88384E-01	6.02788E-01	5.16227E-02	7.78667E-06	8.68486E-90	3.05808E-67	3.07587E-84	3.87825E-01	87	161	10	282	356	196	52	32	7	1	149	147	37	4	24	43	72	306	224	287	1	4.168	1.758	2.638	2.296	3.422	2.742	1.439	0.146	0.214	0.597	9.103	4.830	1.050	1.248	1.224	0.818	2.005	4.577	4.663	4.577	2.268	3.783	1.595	2.384	2.096	3.145	2.498	1.301	0.130	0.193	0.539	8.300	4.399	0.948	1.128	1.106	0.738	1.816	4.204	4.264	4.200	2.049	1.913	0.668	1.253	1.052	1.628	1.309	0.379	-2.921	-2.371	-0.892	3.040	2.126	-0.076	0.174	0.145	-0.437	0.857	2.048	2.075	2.048	1.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
182	1					methylprednisolone																	depressed mood	34,195	1.58705E-01	3.04284E-01	8.02186E-02	4.13178E-81	9.55287E-03	8.04024E-41	1.57213E-21	1.16494E-109	3.99853E-129	1.46719E-01	1.93727E-05	7.50827E-02	2.77967E-08	1.57710E-02	8.43778E-03	1.99218E-03	2.16411E-11	5.77133E-05	7.65479E-02	3.13523E-01	1.00000E00	2.39038E-01	4.06774E-01	9.48422E-02	8.42356E-80	1.18894E-02	8.72822E-40	9.77765E-21	3.17753E-108	1.28229E-127	1.50151E-01	4.08963E-05	8.07111E-02	8.08335E-08	1.84056E-02	1.06551E-02	2.93805E-03	8.00604E-11	1.13351E-04	8.09987E-02	3.24737E-01	1.00000E00	45	261	16	727	236	403	204	1,193	396	1	18	98	153	2	34	105	38	235	149	181	1	2.156	2.851	4.221	5.919	2.269	5.637	5.646	5.448	12.105	0.597	1.100	3.220	4.342	0.624	1.734	1.997	1.058	3.515	3.102	2.887	2.268	0.805	1.065	1.577	2.237	0.846	2.119	2.116	2.073	4.563	0.223	0.410	1.204	1.625	0.233	0.648	0.745	0.395	1.315	1.159	1.079	0.847	-0.312	0.091	0.657	1.145	-0.239	1.074	1.077	1.025	2.177	-2.166	-1.284	0.267	0.698	-2.100	-0.626	-0.423	-1.339	0.393	0.213	0.109	-0.239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
183																							disease recurrence	15,470	1.17201E-06	3.37615E-23	8.12142E-01	1.14203E-51	5.96998E-119	1.61193E-15	1.60493E-54	7.56587E-01	2.56515E-02	1.19034E-03	2.37763E-02	3.22361E-06	1.60235E-04	2.02510E-04	2.66916E-03	1.97998E-02	6.04076E-07	6.55273E-01	2.13110E-02	8.17726E-01		2.87434E-06	2.23023E-22	8.29909E-01	1.51628E-50	1.74642E-117	7.61597E-15	2.23425E-53	7.83314E-01	2.78866E-02	1.84157E-03	2.61458E-02	7.51384E-06	2.92435E-04	3.62975E-04	3.82392E-03	2.23376E-02	1.53001E-06	6.67827E-01	2.38238E-02	8.26955E-01		53	230	5	366	462	170	181	270	54	8	10	12	20	13	10	83	80	85	41	73		2.539	2.512	1.319	2.980	4.441	2.378	5.010	1.233	1.651	4.773	0.611	0.394	0.568	4.057	0.510	1.578	2.228	1.271	0.854	1.164		2.101	2.090	1.089	2.496	3.749	1.974	4.174	1.019	1.364	3.943	0.504	0.325	0.468	3.352	0.421	1.305	1.844	1.050	0.704	0.961		1.068	1.053	0.123	1.299	1.875	0.974	2.048	0.026	0.447	1.979	-0.987	-1.619	-1.093	1.744	-1.247	0.382	0.880	0.070	-0.505	-0.057		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
184	2														saquinavir				ritonavir				cachexia	4,215	5.86300E-126	7.14445E-01	8.97027E-10	3.95856E-02	1.09543E-18	4.39564E-05	8.09369E-02	1.69386E-17	5.39212E-01	4.24861E-01	2.17247E-24	1.48441E-28	1.59209E-11	4.06937E-14	4.42476E-02	4.03579E-02	2.75606E-33	1.11356E-180	3.48316E-49	1.56359E-88	1.35445E-01	1.82595E-124	8.01095E-01	2.95829E-09	5.66558E-02	6.03357E-18	8.79395E-05	9.28106E-02	8.81706E-17	5.59221E-01	4.29772E-01	1.49685E-23	1.17267E-27	5.93587E-11	1.78286E-13	4.47999E-02	4.13133E-02	2.50172E-32	5.15196E-179	4.42464E-48	3.45291E-87	1.36392E-01	138	32	13	54	97	46	18	13	8	1	43	62	41	16	12	9	73	260	104	164	1	6.612	0.349	3.429	0.440	0.932	0.643	0.498	0.059	0.245	0.597	2.627	2.037	1.163	4.994	0.612	0.171	2.033	3.889	2.165	2.616	2.268	20.683	1.060	10.422	1.337	2.869	1.961	1.512	0.177	0.741	1.808	8.033	6.251	3.551	15.188	1.858	0.518	6.253	12.496	6.702	8.208	6.874	4.325	0.083	3.377	0.414	1.499	0.964	0.594	-2.474	-0.432	0.855	2.993	2.626	1.818	3.920	0.892	-0.947	2.623	3.559	2.714	2.987	2.781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
185	11		hydroxychloroquine		ribavirin	methylprednisolone						darunavir			saquinavir	oseltamivir		thalidomide	ritonavir	emtricitabine	tenofovir disoproxil	nitazoxanide	hypersensitivity	114,468	4.40136E-01	1.24839E-238	5.58108E-08	4.69807E-92	5.78049E-99	1.12637E-38	2.04474E-33	8.07271E-10	3.43593E-02	2.41259E-01	5.61130E-01	5.68451E-07	1.23005E-30	3.98265E-01	6.21877E-01	0.00000E00	1.43669E-22	3.28427E-06	2.35210E-08	4.30292E-11	3.00809E-01	5.36897E-01	7.80527E-237	1.57529E-07	1.07726E-90	1.43194E-97	1.17127E-37	1.86423E-32	2.67258E-09	3.58876E-02	2.45651E-01	5.72713E-01	1.44501E-06	1.03638E-29	4.02243E-01	6.34261E-01	0.00000E00	9.27097E-22	7.64769E-06	6.88272E-08	1.56353E-10	3.02203E-01	176	1,919	70	502	1,639	342	133	1,699	257	10	139	194	135	33	182	1,711	163	489	320	413	6	8.433	20.959	18.465	4.087	15.755	4.784	3.681	7.759	7.856	5.967	8.492	6.375	3.831	10.300	9.284	32.537	4.540	7.314	6.662	6.587	13.605	0.941	2.362	2.061	0.454	1.769	0.532	0.410	0.864	0.876	0.666	0.948	0.711	0.427	1.149	1.036	3.671	0.506	0.815	0.743	0.734	1.518	-0.088	1.226	1.043	-1.133	0.814	-0.905	-1.284	-0.208	-0.190	-0.587	-0.078	-0.491	-1.226	0.201	0.051	1.860	-0.981	-0.293	-0.428	-0.444	0.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
