		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10	Cohort 11	Cohort 12	Cohort 13	Cohort 14	Cohort 15	Cohort 16	Cohort 17	Cohort 18	Cohort 19	Cohort 20	Cohort 21	Cohort 22	Cohort 23	Cohort 24	Cohort 25	Cohort 26	Cohort 27			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	
658	17		cardiac disorders		ear and labyrinth disorders			gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications		metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		glutamine	6,576	0.00000E00	7.83828E-01	6.22997E-01	4.38113E-01	7.42276E-06	1.49029E-01	8.62981E-141	7.52561E-13	9.57834E-174	2.89653E-44	6.28928E-143	3.59324E-32	2.70790E-145	1.76286E-97	6.26971E-03	6.98369E-56	1.63815E-01	1.94119E-10	8.11244E-14	2.90578E-36	6.21424E-02	3.52511E-79	1.20891E-05	8.79349E-01	1.50252E-04	5.28423E-07	1.18430E-45	0.00000E00	8.34042E-01	7.01818E-01	5.36570E-01	1.61346E-05	2.06838E-01	5.95301E-140	2.49538E-12	7.92338E-173	1.34684E-43	3.64999E-142	1.56336E-31	1.64319E-144	7.84937E-97	1.07532E-02	3.83826E-55	2.16238E-01	4.28794E-10	2.02505E-13	9.92722E-36	9.39363E-02	1.67263E-78	2.48508E-05	9.25116E-01	3.72546E-04	1.04392E-06	4.58177E-45	1,364	1,012	47	87	286	341	2,173	2,317	736	989	1,565	1,279	1,706	1,149	1,032	695	1,607	74	757	751	258	1,694	1,163	97	285	1,524	53	
659	26	blood and lymphatic system disorders	cardiac disorders	congenital, familial and genetic disorders	ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders	pregnancy, puerperium and perinatal conditions	psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders	social circumstances	surgical and medical procedures	vascular disorders		busulfan	11,229	0.00000E00	2.88481E-27	8.18093E-13	5.90190E-23	8.96323E-04	1.07650E-23	5.15741E-14	2.21928E-17	0.00000E00	0.00000E00	0.00000E00	0.00000E00	8.10470E-05	5.84666E-57	1.63346E-247	0.00000E00	9.27183E-55	1.85119E-61	1.32237E-256	4.41631E-243	1.87928E-08	2.92960E-114	4.80404E-04	5.95483E-35	2.15483E-13	3.99329E-103	5.38940E-147	0.00000E00	9.65758E-27	3.42952E-12	3.53265E-22	1.67617E-03	5.01821E-23	1.36858E-13	8.73330E-17	0.00000E00	0.00000E00	0.00000E00	0.00000E00	1.37177E-04	2.06340E-56	1.93552E-246	0.00000E00	4.19005E-54	8.64633E-61	1.29322E-255	3.86228E-242	5.25529E-08	1.60916E-113	8.74604E-04	3.76308E-34	9.59388E-13	2.19309E-102	4.37349E-146	3,603	1,316	162	54	437	327	2,545	4,002	1,963	3,651	4,711	5,009	1,710	1,551	529	1,787	2,133	38	525	1,846	376	2,809	1,898	37	537	3,283	15	
660																													thrombocytes	5,003	0.00000E00	3.25055E-34	2.38322E-02	4.11955E-05	5.80637E-02	2.48779E-22	4.88295E-02	1.42152E-125	2.18880E-142	3.18779E-28	0.00000E00	4.70176E-79	1.02671E-157	3.35071E-106	4.73400E-42	1.22609E-241	3.69881E-07	1.24323E-08	1.15628E-51	0.00000E00	9.98364E-13	3.70209E-122	3.83970E-07	2.96341E-01	8.37432E-03	1.43823E-150	2.09434E-42	0.00000E00	1.18329E-33	4.07768E-02	1.05677E-04	8.66128E-02	1.13299E-21	6.97662E-02	1.54471E-124	1.60627E-141	1.16885E-27	0.00000E00	3.17214E-78	6.61462E-157	1.55998E-105	2.26898E-41	1.61728E-240	8.07276E-07	2.51020E-08	4.71553E-51	0.00000E00	3.37645E-12	2.07865E-121	8.59553E-07	3.74930E-01	1.62474E-02	9.57782E-150	7.85460E-42	1,996	1,090	25	40	142	108	1,046	2,814	577	725	1,682	1,888	1,426	965	410	957	1,106	55	1,137	1,675	124	1,501	657	66	139	1,837	30	
661	23	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders	social circumstances	surgical and medical procedures	vascular disorders		atazanavir	17,020	0.00000E00	2.22602E-17	0.00000E00	4.01406E-04	7.07931E-35	1.23843E-03	1.25693E-44	3.04658E-177	0.00000E00	1.26404E-12	1.11596E-18	2.06797E-09	6.55848E-142	3.05271E-294	1.56299E-39	1.90637E-03	2.84366E-115	0.00000E00	7.95507E-45	0.00000E00	3.82064E-06	7.50015E-123	3.11029E-05	1.69548E-06	1.77025E-30	1.20337E-40	1.13300E-191	0.00000E00	6.31855E-17	0.00000E00	9.31143E-04	3.75008E-34	2.41806E-03	5.22836E-44	4.10229E-176	0.00000E00	3.28027E-12	2.82111E-18	5.28289E-09	3.89394E-141	2.52488E-293	7.31519E-39	3.26570E-03	1.84358E-114	0.00000E00	3.02049E-44	0.00000E00	9.34986E-06	4.23472E-122	6.20607E-05	4.46823E-06	1.25142E-29	4.47258E-40	1.10872E-190	2,437	2,209	1,434	192	875	728	2,660	4,954	2,489	1,368	2,494	4,705	3,586	3,109	1,884	860	3,042	4,172	1,873	2,928	628	1,745	2,475	184	879	2,826	47	
662	21	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		daunorubicin	11,323	0.00000E00	1.50168E-12	9.47493E-14	2.86186E-19	3.02539E-07	5.52205E-04	3.16969E-19	1.04814E-07	0.00000E00	2.20982E-17	0.00000E00	8.12353E-62	2.26704E-121	4.31254E-248	6.89389E-90	5.03503E-177	5.20343E-03	5.49224E-06	2.68347E-165	8.04126E-39	9.33009E-60	4.45764E-169	5.17809E-54	7.51797E-21	1.22054E-01	1.17465E-93	3.57264E-126	0.00000E00	3.73935E-12	4.10335E-13	1.55626E-18	7.12276E-07	1.12192E-03	9.55924E-19	2.88798E-07	0.00000E00	6.48859E-17	0.00000E00	4.84093E-61	1.24585E-120	3.19235E-247	4.77614E-89	5.36424E-176	8.65267E-03	9.84961E-06	1.98951E-164	2.84021E-38	7.72195E-59	2.90033E-168	2.73334E-53	3.54461E-20	1.85171E-01	6.12253E-93	2.64149E-125	4,449	2,005	166	63	477	466	2,628	4,200	1,446	831	4,134	2,155	2,500	2,211	940	1,434	2,723	179	729	1,185	186	3,050	1,207	64	360	3,258	33	
663	14	blood and lymphatic system disorders						gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations		musculoskeletal and connective tissue disorders		nervous system disorders			renal and urinary disorders			skin and subcutaneous tissue disorders	social circumstances		vascular disorders		silver sulfadiazine	2,429	1.53520E-72	1.25748E-12	8.16710E-01	3.75235E-03	4.82089E-11	6.21377E-04	1.39582E-17	1.01113E-01	9.43334E-09	1.49555E-153	5.33521E-91	1.93802E-15	6.97349E-20	1.65734E-60	8.17225E-21	2.46797E-20	4.26784E-01	6.60378E-03	1.12598E-05	4.72093E-53	2.34712E-01	1.38415E-24	7.34647E-122	1.08019E-27	1.62196E-10	4.65282E-14	1.03985E-06	5.75997E-72	3.14163E-12	8.78684E-01	7.62073E-03	1.38305E-10	1.25875E-03	4.04548E-17	1.50769E-01	1.83674E-08	1.32798E-152	2.49060E-90	6.17065E-15	1.84901E-19	6.00659E-60	2.81782E-20	8.31662E-20	5.08533E-01	9.56438E-03	2.14448E-05	1.88386E-52	3.07224E-01	4.02759E-24	5.95880E-121	5.95338E-27	6.28451E-10	1.14273E-13	1.83609E-06	395	502	17	53	145	154	655	1,000	137	694	673	798	503	489	524	252	629	34	435	397	119	601	854	119	147	657	44	
664																													cloxazolam	1,463	9.64440E-02	1.12034E-40	1.00000E00	6.18847E-08	1.47525E-20	1.03476E-09	1.18057E-18	6.77043E-12	1.07629E-46	9.18943E-08	1.75479E-09	7.82990E-08	4.21826E-55	1.41138E-43	3.97369E-18	2.10781E-04	1.64463E-77	7.88335E-01	3.08252E-115	4.27810E-07	5.97541E-03	1.05301E-21	1.06701E-03	2.82712E-01	2.01887E-03	2.21689E-22	3.23067E-05	1.19788E-01	4.42717E-40	1.00000E00	2.01193E-07	5.80396E-20	3.08190E-09	3.51176E-18	2.18873E-11	4.07767E-46	1.99341E-07	3.58284E-09	1.86783E-07	1.62505E-54	4.43170E-43	1.29394E-17	3.91592E-04	8.82013E-77	8.25976E-01	1.85513E-114	8.31426E-07	1.06447E-02	2.94260E-21	1.89304E-03	3.59761E-01	4.32405E-03	6.44494E-22	5.32123E-05	102	425	11	50	124	125	431	708	175	204	261	467	436	310	337	116	700	33	572	157	87	388	276	27	73	461	24	
665	14		cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions		immune system disorders			investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders			respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		prilocaine	7,148	1.97960E-118	8.44793E-09	5.91385E-02	2.56679E-24	6.92611E-02	1.08638E-02	2.07123E-54	7.68529E-04	5.70432E-03	4.07668E-04	3.82214E-313	9.24435E-01	7.67496E-13	1.93480E-48	5.32923E-02	1.77812E-39	1.86211E-01	2.88101E-10	1.57615E-03	3.73971E-11	9.42041E-02	5.49742E-193	7.97718E-41	1.13015E-03	1.29292E-08	6.69168E-06	2.66868E-29	9.61186E-118	1.90157E-08	9.36290E-02	1.60168E-23	1.01570E-01	1.87882E-02	9.32817E-54	1.59955E-03	8.23827E-03	7.09764E-04	3.46549E-312	9.69375E-01	1.73820E-12	6.35138E-48	7.95257E-02	7.96988E-39	2.42572E-01	6.33986E-10	2.62516E-03	8.43529E-11	1.37488E-01	3.91271E-192	3.72476E-40	2.28108E-03	4.47470E-08	1.25112E-05	8.25412E-29	956	1,270	70	221	265	390	1,960	2,965	282	776	2,089	1,835	1,211	1,041	1,094	679	1,849	84	955	658	285	2,201	1,552	143	339	1,631	96	
666	21	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		micafungin	8,134	0.00000E00	2.66967E-01	5.04968E-02	1.38002E-17	8.28467E-01	9.84641E-12	2.13663E-23	3.02052E-16	0.00000E00	1.09593E-143	0.00000E00	1.80549E-25	2.60522E-277	3.93791E-200	3.05364E-138	1.86832E-51	4.24891E-38	1.71213E-34	2.02426E-102	5.82000E-321	6.93597E-45	8.69264E-311	7.37314E-01	1.03078E-23	2.64390E-02	1.22286E-47	6.86881E-94	0.00000E00	3.24113E-01	8.08676E-02	7.10211E-17	8.88209E-01	3.22555E-11	6.85747E-23	1.15346E-15	0.00000E00	9.33757E-143	0.00000E00	7.10825E-25	2.43476E-276	2.54034E-199	2.60519E-137	9.70967E-51	1.66542E-37	6.16474E-34	1.15070E-101	5.88230E-320	4.96892E-44	8.10956E-310	7.95523E-01	5.19480E-23	4.68188E-02	4.86294E-47	4.08098E-93	2,643	1,278	48	38	266	266	1,977	3,578	1,492	1,538	3,683	2,503	2,374	1,643	468	799	1,558	42	568	1,646	130	2,745	1,265	30	244	2,227	21	
667	22	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		zonisamide	11,804	8.66991E-16	1.37804E-14	3.71697E-42	5.11663E-01	7.57728E-01	4.32238E-14	2.81101E-02	2.08912E-08	1.04307E-34	2.55310E-78	2.05470E-25	3.24610E-08	2.94425E-42	1.26321E-36	3.88041E-01	2.24111E-16	0.00000E00	5.21112E-34	4.92163E-246	1.27869E-18	1.37775E-18	7.03976E-05	1.73481E-38	1.15157E-03	2.99493E-02	1.77125E-25	5.37418E-05	1.89466E-15	3.59742E-14	3.64492E-41	6.07858E-01	8.23192E-01	1.52669E-13	4.17069E-02	5.96026E-08	3.45547E-34	1.59799E-77	5.91620E-25	7.87860E-08	1.02828E-41	3.69968E-36	4.62366E-01	6.79941E-16	0.00000E00	1.87054E-33	4.70483E-245	3.34382E-18	5.75500E-18	1.20932E-04	7.90303E-38	2.31850E-03	5.25448E-02	5.47055E-25	8.70408E-05	915	1,508	249	179	385	750	2,241	4,965	657	1,777	1,846	3,289	2,177	1,502	1,744	465	5,717	472	3,136	1,096	335	2,119	2,383	223	364	1,988	334	
668	20	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		teriflunomide	28,206	7.43228E-189	9.78702E-30	1.57980E-41	2.61200E-49	9.65842E-50	1.43496E-161	0.00000E00	9.98954E-71	9.62275E-30	2.02440E-01	1.19225E-117	1.19806E-16	4.15772E-55	3.89324E-49	0.00000E00	4.36716E-81	0.00000E00	7.33152E-63	9.12251E-199	2.88820E-68	6.87146E-14	3.48403E-01	0.00000E00	1.76639E-190	4.75036E-49	8.08857E-85	2.05523E-273	4.50144E-188	3.38902E-29	1.52897E-40	2.82232E-48	6.48150E-49	2.23352E-160	0.00000E00	7.75378E-70	2.93085E-29	2.52557E-01	6.35084E-117	3.94164E-16	1.60377E-54	1.28373E-48	0.00000E00	2.93617E-80	0.00000E00	3.49449E-62	7.68306E-198	1.28998E-67	2.43516E-13	4.01657E-01	0.00000E00	4.30714E-189	4.72901E-48	4.03115E-84	2.78293E-272	648	3,638	53	736	526	2,428	8,910	12,618	622	2,645	4,827	6,626	4,864	1,908	7,798	899	13,850	252	6,023	2,801	991	4,617	8,577	1,154	1,455	4,535	121	
669																													natalizumab	193,178	0.00000E00	0.00000E00	4.28285E-181	4.84764E-26	0.00000E00	1.10756E-113	0.00000E00	2.86621E-69	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	6.23111E-90	0.00000E00	1.22723E-96	0.00000E00	3.63525E-80	1.75221E-189	1.29610E-159	0.00000E00	0.00000E00	1.11429E-02	0.00000E00	0.00000E00	0.00000E00	0.00000E00	1.30598E-179	3.20947E-25	0.00000E00	1.34419E-112	0.00000E00	2.18636E-68	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	0.00000E00	4.41436E-89	0.00000E00	7.79926E-96	0.00000E00	1.73223E-79	3.61988E-188	8.23854E-159	0.00000E00	0.00000E00	2.12466E-02	0.00000E00	0.00000E00	4,155	14,069	546	3,357	2,639	11,459	22,652	80,126	2,373	24,340	41,741	27,347	16,050	7,566	44,624	8,851	96,558	2,951	37,389	15,918	6,003	27,738	20,428	1,019	6,459	23,261	490	
670	15	blood and lymphatic system disorders	cardiac disorders					gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations				nervous system disorders			renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		cefotaxime	5,227	0.00000E00	6.23401E-17	1.29185E-25	9.07741E-01	6.70897E-01	1.04696E-05	6.47563E-05	3.82855E-04	1.10566E-235	9.28383E-165	1.40077E-254	3.66443E-01	1.62805E-92	1.28624E-83	8.52035E-32	3.46806E-06	7.27811E-04	7.94071E-47	2.02090E-22	1.61825E-146	1.99376E-08	3.50384E-65	1.88828E-112	1.59466E-08	8.20029E-01	3.89048E-48	1.80702E-41	0.00000E00	1.74333E-16	8.68777E-25	9.58427E-01	7.44796E-01	2.46529E-05	1.21803E-04	8.22263E-04	1.13655E-234	8.52608E-164	1.11130E-253	4.53135E-01	7.90020E-92	5.28232E-83	3.55332E-31	7.17976E-06	1.31563E-03	3.28649E-46	5.90191E-22	1.06462E-145	5.56956E-08	1.49840E-64	1.45660E-111	4.77607E-08	8.86752E-01	1.54913E-47	6.66965E-41	1,299	1,023	123	74	179	185	1,151	1,941	741	1,172	1,580	1,368	1,283	931	476	218	1,211	295	529	934	151	1,354	1,464	34	183	1,524	35	
671	19	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations		investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		flecainide	12,561	5.56658E-54	0.00000E00	5.99819E-02	9.44417E-10	5.82689E-02	7.78236E-06	5.75240E-20	6.81213E-01	1.96075E-02	1.88630E-02	2.95038E-04	4.43213E-01	2.87950E-132	5.25351E-50	2.03224E-02	1.76169E-03	1.91431E-82	8.36215E-08	1.85328E-01	3.18328E-43	3.55569E-08	8.56206E-44	7.96643E-01	3.81838E-03	2.12086E-01	1.10691E-261	2.85335E-07	1.85061E-53	0.00000E00	9.46948E-02	3.40645E-09	8.68707E-02	1.85150E-05	1.75742E-19	7.71095E-01	2.68344E-02	2.76933E-02	4.74191E-04	5.32544E-01	1.64823E-131	1.75374E-49	3.22636E-02	3.03475E-03	1.04861E-81	1.62086E-07	2.36371E-01	1.16667E-42	9.83998E-08	3.07221E-43	8.45216E-01	7.15650E-03	2.96074E-01	1.10332E-260	5.15552E-07	1,187	4,516	79	269	379	713	2,902	4,988	468	1,129	1,422	3,181	2,764	1,664	1,913	623	4,127	190	1,896	1,316	430	2,681	1,960	151	407	4,260	337	
672	23	blood and lymphatic system disorders	cardiac disorders	congenital, familial and genetic disorders	ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		darunavir	16,369	4.13275E-139	6.80616E-15	0.00000E00	8.71815E-03	3.46735E-27	6.29434E-11	1.63970E-10	3.84807E-97	0.00000E00	6.81496E-05	1.32909E-106	9.74011E-38	9.79091E-69	1.63742E-186	5.16237E-27	4.33756E-01	4.10694E-107	0.00000E00	3.22907E-77	3.91774E-128	1.07709E-04	8.01680E-53	3.44104E-01	7.48469E-01	1.33488E-01	2.25954E-36	6.68994E-101	2.21102E-138	1.80009E-14	0.00000E00	1.67260E-02	1.58955E-26	1.98636E-10	3.95525E-10	3.60044E-96	0.00000E00	1.25409E-04	6.80045E-106	4.55480E-37	4.14641E-68	1.01008E-185	2.02029E-26	4.96695E-01	2.54962E-106	0.00000E00	1.58941E-76	2.42451E-127	2.36836E-04	3.12831E-52	4.14781E-01	8.10953E-01	1.99669E-01	8.00089E-36	4.22246E-100	1,814	2,148	1,143	197	808	613	2,917	5,181	1,650	1,724	3,005	4,924	3,090	2,686	1,902	892	2,946	2,991	1,603	2,033	620	2,013	2,613	252	529	2,742	149	
673																													insulin (pork)	1,034	5.85400E-04	4.54723E-12	1.55365E-01	5.16143E-09	5.03431E-137	3.81525E-63	2.02650E-03	3.99307E-05	2.26925E-06	4.15802E-15	2.00808E-11	2.30844E-12	7.54689E-135	5.47786E-107	3.79235E-10	8.23635E-03	3.37263E-46	4.44096E-24	2.06814E-08	1.30132E-21	5.44251E-01	2.95609E-02	3.41740E-13	7.00867E-01	1.72191E-14	1.82601E-38	9.06164E-04	8.65960E-04	1.11577E-11	2.17238E-01	1.79678E-08	6.36025E-136	2.99459E-62	3.37087E-03	9.29116E-05	4.00810E-06	1.16078E-14	4.33123E-11	6.65170E-12	4.34449E-134	2.55835E-106	9.83836E-10	1.31119E-02	1.42364E-45	1.36998E-23	4.43301E-08	3.63399E-21	6.24423E-01	4.11140E-02	9.70424E-13	7.71145E-01	7.87750E-14	6.65780E-38	1.37758E-03	89	243	12	42	252	200	245	474	65	181	204	367	474	351	225	78	473	84	219	164	41	198	253	17	89	396	57	
674																													benfotiamine	2,753	7.02629E-117	7.26051E-12	7.44085E-01	7.82782E-02	1.36143E-18	1.01145E-04	5.66977E-42	6.68877E-02	1.83068E-149	4.42453E-31	2.62248E-80	4.86104E-12	2.49973E-91	1.24137E-119	6.17079E-02	5.19651E-25	8.81347E-13	9.80855E-09	3.33063E-02	1.08431E-24	7.80276E-01	1.18979E-49	7.15168E-12	3.09063E-01	4.97278E-01	3.24262E-21	1.73154E-23	3.38316E-116	1.77004E-11	8.13124E-01	1.22038E-01	5.01866E-18	2.18039E-04	2.31111E-41	1.04044E-01	1.41397E-148	1.72078E-30	1.15381E-79	1.38635E-11	1.19765E-90	5.99626E-119	9.08131E-02	1.91924E-24	2.33683E-12	1.99255E-08	4.85153E-02	3.17044E-24	8.35450E-01	4.50932E-49	1.95479E-11	3.88380E-01	6.00757E-01	9.24313E-21	4.85875E-23	514	555	19	51	185	178	845	1,041	425	460	708	551	794	668	434	293	860	21	444	348	124	767	568	48	88	777	17	
675	11		cardiac disorders			endocrine disorders			general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications		metabolism and nutrition disorders			nervous system disorders						skin and subcutaneous tissue disorders			vascular disorders		desonide	2,967	5.20200E-34	1.41822E-04	1.72671E-01	6.63840E-26	1.40005E-12	2.06718E-29	3.62208E-41	2.80315E-05	1.41438E-02	1.12563E-85	7.07175E-54	6.09728E-07	5.49030E-05	8.31596E-26	1.00673E-25	4.94225E-35	3.35967E-05	4.50154E-01	2.70740E-17	1.63560E-17	3.15217E-02	2.04068E-14	5.04693E-166	7.04770E-02	1.02242E-04	4.84355E-02	6.64846E-04	1.44090E-33	2.53385E-04	2.38440E-01	4.36038E-25	4.30575E-12	1.08271E-28	1.45888E-40	6.60682E-05	1.96161E-02	7.34148E-85	2.66688E-53	1.40000E-06	9.37656E-05	2.14678E-25	3.82455E-25	2.09328E-34	6.66941E-05	5.00985E-01	7.25798E-17	4.18718E-17	5.05447E-02	4.92230E-14	4.85706E-165	1.05541E-01	2.57591E-04	6.69204E-02	1.01803E-03	352	529	16	127	175	291	895	1,285	124	645	671	881	491	452	643	341	847	58	606	340	155	653	1,080	57	143	656	71	
676																													saccharomyces boulardii	2,290	1.78298E-34	8.53005E-20	7.51365E-04	2.76908E-07	1.53596E-13	9.54579E-03	5.79575E-181	1.34243E-06	2.98001E-13	6.04720E-19	1.77324E-195	2.23489E-05	2.40441E-28	2.88333E-62	1.88437E-13	1.47470E-08	6.27202E-12	5.57878E-06	2.05613E-14	4.11333E-62	4.75340E-01	1.27012E-57	4.22473E-11	8.55532E-02	1.49028E-04	8.81244E-25	6.31539E-06	4.96245E-34	2.54303E-19	1.62068E-03	8.63952E-07	4.93821E-13	1.65713E-02	4.58993E-180	3.44448E-06	6.62858E-13	1.85121E-18	1.21599E-194	4.71775E-05	7.19424E-28	1.06188E-61	5.45225E-13	3.43849E-08	1.61966E-11	9.99711E-06	5.22468E-14	1.76692E-61	5.61019E-01	5.17607E-57	1.11308E-10	1.25853E-01	3.69857E-04	2.67598E-24	1.07676E-05	294	515	5	66	147	137	1,063	1,019	147	355	842	677	515	474	462	195	723	21	472	402	93	689	479	45	114	681	43	
